"Mouse_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","WL_max","origin","current_infection","immunization","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","PPIB","pc1","pc2","pc3","pc4","pc5","residuals_pc1_pc2"
"LM0263","E57","E64","E64","PWD_SCHUNT","E57byLMZ",21.26,21.25,100.047058823529,1.56,8,"challenge",4,8,1,7,1,20,50000,"ferrisi_ferrisi",FALSE,-8.38,15.5470128102051,NA,-12.735,-6.165,22.751649719922,25.8708712777426,"mLN",53.27,6.67,23.525,7.885,3.54,53.2,1.36,24.045,17.865,11.125,29.02,2.9,23.535,32051.2820512821,NA,"pos",93.26,0.76,NA,8,322500,95.6705882352941,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",4.3294117647059,"Lab","uninfected","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.4730613613634,-14.424136381394,-25.4245243700757,-18.3428757821657,-20.6714911965668,-22.6382526572541,-13.5766534030611,-15.1646536044058,-14.5152407410232,-20.1900644248814,-23.7973845728327,-25.8485264661949,-16.1619602546043,-13.2379205603926,-17.0530641120241,-12.0853526536999,-14.5938240335577,-12.209283040506,-20.2651108261877,-14.8321611910842,-12.58430230998,0.14601901094397,-0.0673842601927559,-3.61457542470573,-2.39791303764328,1.14341858577951,-5.4949661950004
"LM0264","E57","E64","UNI","PWD_PWD","E57bxADL",17.81,17.88,99.6085011185682,1.01,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.02,12.6543617317481,NA,-1.0475,-4.9125,22.0269605700881,NA,"mLN",54.265,9.475,10.55,4.22,1.425,22.075,1.07,31.665,27.88,6.615,10.91,1.11,20.565,0,15.6812526580593,"neg",90.525,0.395,NA,8,0,98.7136465324385,"challenge","F0 M. m. musculus","E_ferrisi","uninfected",1.2863534675615,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.0437542920633,-20.6477543705254,-17.9766941847543,-14.3201295120781,-18.6887284410622,-19.3535985062458,-18.3129226502989,-19.5457870046817,-18.8045038888127,-18.1964054065709,-18.84441092015,-18.3891387239223,-17.0228283548713,-18.4718080934127,-18.1988417304831,-16.0237650100089,-18.2012786869173,-15.7783871972299,-22.7844884452014,-16.327412219255,-14.7369515971544,-1.24710972662974,-1.61077446950266,-0.66234212965253,0.836904608439703,-0.0798271026113968,-10.0055813407629
"LM0265","E57","E64","E64","BUSNA_STRA","E57byIMQ",26.37,26.43,99.7729852440409,2.45,8,"challenge",0,0,0,1,1,1,2500,"ferrisi_ferrisi",FALSE,-11.42,24.5913139705393,NA,-15.3325,-6.5675,22.4387952084183,23.5742595736005,"mLN",48.49,5.22,36.585,17.105,3.37,72.075,0.62,38.04,27.135,6.945,43.535,2.015,11.53,1020.40816326531,NA,"neg",94.7,1.225,NA,8,135000,89.7843359818388,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",10.2156640181612,"Lab","uninfected","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3453858981283,-14.9949256942315,-14.0297914201153,-13.9414417928886,-19.6630943670397,-18.0654950613175,-14.7750786801244,-15.3344232090787,-14.1659417603167,-21.94368574966,-15.0184561410233,-19.5722888140098,-16.2198664528918,-13.1889406598513,-18.847158824597,-12.7757326835253,-14.5582687486784,-12.0339847861275,-13.6076713455855,-14.0351815043538,-12.6999863431476,1.74283539369637,2.1160822394612,-1.06441334921337,0.57424980717006,-0.40249433764521,2.64583404890876
"LM0266","E57","E64","UNI","SCHUNT_STRA","E57bxIOS",19.59,23.94,81.8295739348371,2.79,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.25,1.04028249056332,NA,0.862500000000001,-4.0675,24.1216119414436,24.3495689094311,"mLN",56.78,4.835,16.835,13.005,1.735,11.91,1.12,50.07,18.02,2.365,6.815,1.13,8.335,0,9.65487230528789,"neg",95.165,0.385,NA,8,0,81.8295739348371,"challenge","F1 M. m. domesticus","E_ferrisi","uninfected",18.1704260651629,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0152426179744,-23.1274361395046,-15.3715671258882,-17.14966826831,-20.1998857175085,-18.0402895697116,-16.3690562174558,-19.7782618717751,-17.6516568148394,-15.6494372692958,-16.7633709507026,-16.0737815993589,-18.3497461198024,-16.0268221721084,-13.6918538832398,-19.4117040296794,-14.3985731840694,-18.9016846756369,-28.9064727243877,-15.7233459171595,-15.300305820613,-2.42584651351,-0.717900010540367,0.664205064378565,0.281477454693963,-0.631683588394007,8.6738287199338
"LM0268","E57","E64","UNI","SCHUNT_SCHUNT","E57bxGSW",19.11,20.84,91.6986564299424,2.11,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.15,22.2297969084074,NA,-8.365,-12.48,21.1398065472006,NA,"mLN",67.43,3.9,13,12.72,1.855,13.035,1.44,19.12,14.64,4.765,7.74,1.825,15.605,0,4.78446213666117,"neg",96.08,0.525,NA,8,0,90.4510556621881,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",9.5489443378119,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.5370366813655,-15.2621329948576,-19.8930719352989,-16.2466038027774,-18.5643343999169,-26.814438084425,-14.6240678511365,-18.3489374293671,-21.0785972951444,-20.957969357834,-20.6966450926759,-23.4431809030521,-16.3135638194095,-14.7685688567461,-24.8200148423567,-19.9694739855637,-21.7424829802056,-14.0435826589787,-15.4733461273438,-20.8881882718324,-14.1265761751894,-0.175202226157979,-2.95201750270017,-3.42069654940226,-0.237465516829679,-0.561771171722348,-4.10670431829168
"LM0269","E57","E64","E64","STRA_SCHUNT","E57byLOT",21.19,21.6,98.1018518518518,1.22,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-7.91,28.0476364972057,NA,-13.0275,-3.8175,22.9205290335294,24.1187439281352,"mLN",53.51,4.525,30.58,17.135,5.615,41.68,0.975,22.355,7.365,16.415,45.83,5.475,31.365,0,NA,"pos",95.405,0.465,NA,8,47500,91.25,"challenge","F1 M. m. domesticus","E_ferrisi","E_ferrisi",8.75,"Lab","E_ferrisi","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.5323861651177,-15.2867742504529,-14.0932436975657,-19.3795569322446,-19.4219219840458,-17.6829501893798,-14.2456308888853,-16.108007727774,-13.3044178190874,-22.7040956075458,-15.7098583143137,-22.1116333915728,-17.0613456210352,-13.4633946420441,-26.3975599802865,-16.6730722986824,-13.7507794783916,-12.1308828378783,-16.5477906532154,-14.7448089063748,-13.7894055012774,0.179528320392498,1.55337284817546,-0.998496205624525,-0.32580459114018,-1.71924103669676,1.14833477053243
"LM0270","E57","E64","E64","SCHUNT_STRA","E57byKMQ",23.01,23.89,96.3164503976559,1.58,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",FALSE,-9.75,19.7264528663963,NA,-5.455,-8.01,23.0309148117982,22.4374119795842,"mLN",49.935,6.265,43.855,12.8,5.395,56.13,0.875,30.46,13.72,7.845,51.61,5.17,21.41,0,NA,"neg",93.705,1.41,NA,8,180000,94.1816659690247,"challenge","F1 M. m. domesticus","E_ferrisi","E_ferrisi",5.81833403097529,"Lab","uninfected","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.1649945284472,-13.1156333792637,-13.5838976758555,-15.2120543288905,-16.5117057592507,-19.8181881987386,-13.0196777687425,-14.2171365742552,-16.1197086588269,-20.4361574945331,-12.6868010391234,-18.4326738204895,-15.5139682851695,-12.632586909532,-12.525130857413,-12.6410428332281,-16.8331180970041,-10.6639403193018,-12.6466206617663,-14.5190455902097,-11.4427242602477,3.29632650727319,1.54775428771945,-0.599513286332948,0.140559394565117,0.605675064328313,-3.27723941935354
"LM0271","E57","E64","UNI","STRA_BUSNA","E57bxPSU",23.34,24.25,96.2474226804124,2.08,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.2,11.5962495992721,NA,-4.755,-8.22,22.3896896604897,NA,"mLN",42.86,8.465,8.225,10.045,1.78,31.145,1.11,63.235,20.855,3.855,10.13,1.36,8.335,0,1.65664455658793,"neg",91.535,0.35,NA,8,2500,93.4432989690722,"challenge","F1 hybrid","E_ferrisi","uninfected",6.5567010309278,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0795291696475,-20.2584527070198,-13.8555290912742,-16.0577692838658,-21.5452717305186,-16.2203695612746,-16.1457556525247,-19.2553128611974,-18.0315359869028,-21.6162875657806,-18.8695002111712,-18.6258203721385,-16.5303368484391,-13.1360270807995,-24.0814093385977,-17.3286049266888,-17.3509676219811,-13.5911094628617,-20.6825569737385,-17.6945511382013,-13.9992142502528,-0.977099205458909,-0.4900521666599,-1.01841163382682,0.850179560150225,-2.54630995909481,-3.31596843211583
"LM0272","E57","E64","UNI","BUSNA_STRA","E57byAYZ",22.78,22.77,100.043917435222,1.48,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.55,NA,NA,-6.865,-9.9,20.2811924488034,NA,"mLN",55.305,7.315,22.15,12.34,1.835,34.18,1.01,12.905,12.335,3.985,23.61,1.225,10.585,0,NA,"neg",92.525,0.62,NA,8,0,98.8142292490119,"challenge","F1 hybrid","E_ferrisi","uninfected",1.1857707509881,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7729135109022,-17.3822332742854,-14.2819028212945,-19.1803792048129,-19.8152047453248,-18.820436109134,-17.1033892167676,-20.4061479368178,-19.2696380805862,-18.8806823531811,-20.7814214012382,-20.1687326904013,-16.760639313784,-13.0026299431822,-27.8984924021867,-17.6982302904869,-18.3656373130043,-14.5617458920698,-17.2374940471712,-18.3654128082143,-14.0932436975657,-0.565821532924127,-2.08281872708729,-1.08143872668313,0.187880438876433,-2.51024193065566,-11.0830318852978
"LM0273","E57","E64","UNI","STRA_SCHUNT","E57byKQW",21.81,21.7,100.506912442396,2,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.42,16.5237749733482,NA,-3.4275,-6.1625,23.4860921675106,24.0181591970742,"mLN",52.1,5.205,31.795,18.21,2.74,21.99,0.73,27.275,18.26,2.81,15.015,2.01,8.88,0,NA,"neg",94.675,0.46,NA,8,0,95.2534562211982,"challenge","F1 M. m. domesticus","E_ferrisi","uninfected",4.74654377880179,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.0493207982451,-19.7711885423615,-16.1049469891909,-14.801615562885,-22.1035365726414,-18.6048170568117,-15.7271929527515,-18.6805803329662,-14.4828546769212,-20.2607878387423,-16.122793994276,-17.1647414161925,-16.6693612060704,-18.3396199406915,-17.7066067569337,-18.8372691844896,-14.1396697831854,-12.8323105173592,-16.1112539656652,-15.930158452111,-14.5160236980087,-0.432638347761091,1.15966288785802,-0.453415649368522,0.0335167281023485,-1.0126135091657,-3.10704566580216
"LM0275","E57","E64","UNI","SCHUNT_PWD","E57byMNW",22.47,20.83,107.873259721555,1.19,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,4.14,6.05707055172943,NA,-3.14,-5.23,22.0479899619294,25.9475863247458,"mLN",48.705,11.315,19.245,7.59,3.11,35.555,1.435,39.995,26.645,17.735,27.745,3.215,34.27,0,NA,"neg",88.4,0.86,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",0,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.9915876317949,-18.6246556758638,-13.1624798616182,-14.6175588242477,-19.9799868259952,-21.5037433690158,-16.0271595846478,-19.0755174431098,-14.725587334777,-18.9833564584431,-14.0223868361221,-20.2071889295612,-16.5477906532154,-13.6460075367003,-18.0676755929862,-13.0310433530458,-12.6521560503049,-12.9409148292144,-15.421737563693,-14.5551726620971,-12.5029373719417,0.458059327282068,2.02071914005398,-1.1114509045801,0.720486571015902,-0.587684000891895,-7.08894622320626
"LM0276","E57","E64","UNI","STRA_STRA","E57byBGY",31.04,29.59,104.90030415681,1,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.61,37.2475522517456,NA,-3.74,-6.19,24.9325545743462,NA,"mLN",42.07,5.53,31.595,9.75,3.055,29.22,0.84,30.17,7.725,6.5,18.93,3.605,22.265,0,NA,"neg",94.4,1.315,NA,8,0,100,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",0,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3176742893416,-18.0357807412629,-14.1452735719953,-13.7139833320945,-21.4496175201778,-15.9457399345307,-15.2049833628532,-19.9567888085723,-14.3441767186366,-21.5652712811678,-15.6292878447126,-17.2312852610181,-17.3495088103376,-15.0796596207251,-18.663028292544,-19.1241268227474,-13.9190271998379,-13.6745976751831,-18.7721610434018,-14.3112983531486,-14.4528938931257,-0.673358584882221,1.75199038629112,-0.187288857307529,0.952654380033979,-1.20147782711258,-6.92064993789069
"LM0277","E57","E64","UNI","BUSNA_STRA","E57byCEK",23.62,23.88,98.9112227805695,1.52,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.39,14.6670411958386,NA,-3.945,-6.145,21.857195947856,NA,"mLN",55.005,4.635,17.73,12.165,1.51,28.17,0.66,9.7,21.5,3.325,12.075,0.41,3.605,0,NA,"neg",95.245,0.385,NA,8,0,89.4472361809045,"challenge","F1 hybrid","E_ferrisi","uninfected",10.5527638190955,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7729135109022,-22.5065969236421,-13.0429456454967,-14.5164777904967,-21.9658715342825,-19.3243064200106,-15.8693949406058,-20.9324275009936,-16.1516822613184,-25.7667549339267,-17.934177115061,-17.8426921010437,-16.8897023628939,-13.8930552784316,-16.5407701275144,-16.5260475878452,-16.732885032786,-14.0185492444179,-20.8188536142167,-17.4606156636478,-13.7405913140791,-1.16657174019224,0.776234356479057,-1.95466849382498,0.444285654378098,-1.97543025651005,2.51951215446234
"LM0278","E57","E64","UNI","SCHUNT_PWD","E57byDTU",22.24,20.88,106.513409961686,1.17,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.99,27.8926078147264,NA,-5.355,-8.825,16.7374922795452,23.2212554473691,"mLN",55.135,4.955,19.55,6.445,1.305,27.14,0.485,19.2,27.155,3.9,6.5,1.02,7.42,0,NA,"neg",94.96,0.475,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",0,"Lab","uninfected","uninfected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1531636374126,-12.7345829944942,-13.5263037396957,-13.6046556629928,-17.5158134270418,-14.5437669120574,-14.574238088804,-18.494749786184,-18.842405557352,-18.5544793431804,-19.1207185577871,-19.4031057401889,-16.0563678523343,-12.4278250406642,-12.6365253267282,-14.5259433791444,-18.6724847861345,-13.0746078912591,-12.4549768320422,-17.9495173082813,-12.9876932565971,2.50556218361258,-0.510057215844084,-0.580687233230527,0.645099216740309,0.458175263461735,-11.5608995970749
"LM0279","E57","E64","E64","BUSNA_BUSNA","E57byFPV",21.27,21.35,99.6252927400468,1.1,8,"challenge",0,2,0,0,1,2,5000,"ferrisi_ferrisi",TRUE,-9.18,8.41303699477307,NA,-12.0475,-8.6525,18.6527540893432,20.401078091576,"mLN",48.92,14.3,52.62,14.605,7.425,79.505,1.73,69.7,21.09,21.605,36.21,2.315,14.775,4545.45454545455,NA,"neg",85.59,2.34,NA,8,205000,95.5971896955503,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",4.4028103044497,"Lab","E_ferrisi","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.8902754422954,-11.1359827824692,-8.91369956690099,-12.5926802704984,-17.1083099905159,-20.2292126378419,-12.9448510493072,-9.79198656166795,-11.2052724432163,-19.9150417221179,-15.0633518929944,-21.2059453859034,-14.5271415623394,-10.4296649731218,-10.7710009892757,-10.9186396309937,-16.5291257192228,-9.9215375930546,-10.7434596043835,-16.1892251540507,-8.91369956690099,4.95404556274878,2.70316887736875,-1.84839413951078,0.15009456484262,1.06256092622314,-3.88726396992819
"LM0280","E57","E64","E64","SCHUNT_SCHUNT","E57byMRZ",18.5,17.57,105.293113261241,1.42,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-7.12,54.1465789028593,NA,-3.255,-5.19,NA,24.7476766667445,"mLN",60.705,3.74,36.475,18.505,5.28,48.67,1.94,24.22,18.575,8.135,46.22,2.31,17.46,0,NA,"pos",96.2,0.6,NA,8,242500,100,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",0,"Lab","E_ferrisi","homologous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0780493446999,-18.1146259893658,-19.5113970321841,-13.3489795214733,-19.0849315135675,-28.9064727243877,-12.3718862501534,-16.8817895199404,-14.6066692474349,-23.5985836018229,-17.9694974845005,-23.8235426772975,-16.5907729795997,-15.306421895334,-17.0246707166571,-12.3103309842715,-15.1623517143781,-11.8511662180894,-14.5375571593145,-16.2332294050939,-13.6931497524119,0.422508507484509,1.178218342811,-4.31079754711981,-0.245340177797389,0.918506141233433,-8.23570946760229
